Book,Page,Chapter,POV,NUN,FullName
Fire and Blood Vol. 1,317,"The Long Reign - Jaehaerys and Alysanne: Policy, Progeny and Pain",Archmaester Gyldayn,US,2nd of the 6 naked whore encircling Tom Turnip
Fire and Blood Vol. 1,317,"The Long Reign - Jaehaerys and Alysanne: Policy, Progeny and Pain",Archmaester Gyldayn,US,3rd of the 6 naked whore encircling Tom Turnip
Fire and Blood Vol. 1,317,"The Long Reign - Jaehaerys and Alysanne: Policy, Progeny and Pain",Archmaester Gyldayn,US,4th of the 6 naked whore encircling Tom Turnip
Fire and Blood Vol. 1,317,"The Long Reign - Jaehaerys and Alysanne: Policy, Progeny and Pain",Archmaester Gyldayn,US,5th of the 6 naked whore encircling Tom Turnip
Fire and Blood Vol. 1,317,"The Long Reign - Jaehaerys and Alysanne: Policy, Progeny and Pain",Archmaester Gyldayn,US,6th of the 6 naked whore encircling Tom Turnip
Fire and Blood Vol. 1,319,"The Long Reign - Jaehaerys and Alysanne: Policy, Progeny and Pain",Archmaester Gyldayn,US,"Whore at the Blue Pearl, mother of Braxton Beesbury's bastard in King's Landing"
Fire and Blood Vol. 1,319,"The Long Reign - Jaehaerys and Alysanne: Policy, Progeny and Pain",Archmaester Gyldayn,UN,Mother of Alys Turnberry
Fire and Blood Vol. 1,323,"The Long Reign - Jaehaerys and Alysanne: Policy, Progeny and Pain",Archmaester Gyldayn,UN,Bastard girl of Alys Turnberry
Fire and Blood Vol. 1,324,"The Long Reign - Jaehaerys and Alysanne: Policy, Progeny and Pain",Archmaester Gyldayn,Named,Lord Dunstan Pryor
Fire and Blood Vol. 1,324,"The Long Reign - Jaehaerys and Alysanne: Policy, Progeny and Pain",Archmaester Gyldayn,US,Whore who killed Roy Connington
Fire and Blood Vol. 1,324,"The Long Reign - Jaehaerys and Alysanne: Policy, Progeny and Pain",Archmaester Gyldayn,UN,"Lord Beesbury in 84 AC, father of Braxton Beesbury"
Fire and Blood Vol. 1,324,"The Long Reign - Jaehaerys and Alysanne: Policy, Progeny and Pain",Archmaester Gyldayn,UN,"Beesbury, 1st brother of Braxton Beesbury"
Fire and Blood Vol. 1,324,"The Long Reign - Jaehaerys and Alysanne: Policy, Progeny and Pain",Archmaester Gyldayn,UN,"Beesbury, other brother(s) of Braxton Beesbury"
Fire and Blood Vol. 1,326,"The Long Reign - Jaehaerys and Alysanne: Policy, Progeny and Pain",Archmaester Gyldayn,US,Sister of the Silent sister with Seara Targaryen in Oldtown
Fire and Blood Vol. 1,326,"The Long Reign - Jaehaerys and Alysanne: Policy, Progeny and Pain",Archmaester Gyldayn,UN,Lord Hightower in 85 AC
Fire and Blood Vol. 1,327,"The Long Reign - Jaehaerys and Alysanne: Policy, Progeny and Pain",Archmaester Gyldayn,UN,1st Lady wife of Lord Theomore Manderly
Fire and Blood Vol. 1,327,"The Long Reign - Jaehaerys and Alysanne: Policy, Progeny and Pain",Archmaester Gyldayn,UN,2nd Lady wife of Lord Theomore Manderly
Fire and Blood Vol. 1,327,"The Long Reign - Jaehaerys and Alysanne: Policy, Progeny and Pain",Archmaester Gyldayn,UN,3rd Lady wife of Lord Theomore Manderly
Fire and Blood Vol. 1,327,"The Long Reign - Jaehaerys and Alysanne: Policy, Progeny and Pain",Archmaester Gyldayn,UN,4th Lady wife of Lord Theomore Manderly
Fire and Blood Vol. 1,327,"The Long Reign - Jaehaerys and Alysanne: Policy, Progeny and Pain",Archmaester Gyldayn,US,1st of the 6 boys Saera Targaryen told she would give her maidenhead to whoever put his head in a dragon’s mouth
Fire and Blood Vol. 1,327,"The Long Reign - Jaehaerys and Alysanne: Policy, Progeny and Pain",Archmaester Gyldayn,US,2nd of the 6 boys Saera Targaryen told she would give her maidenhead to whoever put his head in a dragon’s mouth
Fire and Blood Vol. 1,327,"The Long Reign - Jaehaerys and Alysanne: Policy, Progeny and Pain",Archmaester Gyldayn,US,3rd of the 6 boys Saera Targaryen told she would give her maidenhead to whoever put his head in a dragon’s mouth
Fire and Blood Vol. 1,327,"The Long Reign - Jaehaerys and Alysanne: Policy, Progeny and Pain",Archmaester Gyldayn,US,4th of the 6 boys Saera Targaryen told she would give her maidenhead to whoever put his head in a dragon’s mouth
Fire and Blood Vol. 1,327,"The Long Reign - Jaehaerys and Alysanne: Policy, Progeny and Pain",Archmaester Gyldayn,US,5th of the 6 boys Saera Targaryen told she would give her maidenhead to whoever put his head in a dragon’s mouth
Fire and Blood Vol. 1,327,"The Long Reign - Jaehaerys and Alysanne: Policy, Progeny and Pain",Archmaester Gyldayn,US,6th of the 6 boys Saera Targaryen told she would give her maidenhead to whoever put his head in a dragon’s mouth
Fire and Blood Vol. 1,327,"The Long Reign - Jaehaerys and Alysanne: Policy, Progeny and Pain",Archmaester Gyldayn,Named,Beatrice Butterwell
Fire and Blood Vol. 1,328,"The Long Reign - Jaehaerys and Alysanne: Policy, Progeny and Pain",Archmaester Gyldayn,US,1st maid required to get Viserra back to her own apartments
Fire and Blood Vol. 1,328,"The Long Reign - Jaehaerys and Alysanne: Policy, Progeny and Pain",Archmaester Gyldayn,US,2nd maid required to get Viserra back to her own apartments
Fire and Blood Vol. 1,328,"The Long Reign - Jaehaerys and Alysanne: Policy, Progeny and Pain",Archmaester Gyldayn,UN,1st minor Lordling who was with Viserra when she died
Fire and Blood Vol. 1,328,"The Long Reign - Jaehaerys and Alysanne: Policy, Progeny and Pain",Archmaester Gyldayn,UN,2nd minor Lordling who was with Viserra when she died
Fire and Blood Vol. 1,328,"The Long Reign - Jaehaerys and Alysanne: Policy, Progeny and Pain",Archmaester Gyldayn,UN,1st knight who was with Viserra when she died
Fire and Blood Vol. 1,328,"The Long Reign - Jaehaerys and Alysanne: Policy, Progeny and Pain",Archmaester Gyldayn,UN,2nd knight who was with Viserra when she died
Fire and Blood Vol. 1,328,"The Long Reign - Jaehaerys and Alysanne: Policy, Progeny and Pain",Archmaester Gyldayn,UN,3rd knight who was with Viserra when she died
Fire and Blood Vol. 1,328,"The Long Reign - Jaehaerys and Alysanne: Policy, Progeny and Pain",Archmaester Gyldayn,UN,4th knight who was with Viserra when she died
Fire and Blood Vol. 1,331,"The Long Reign - Jaehaerys and Alysanne: Policy, Progeny and Pain",Archmaester Gyldayn,UN,Lord Blackbar in 88 AC
Fire and Blood Vol. 1,331,"The Long Reign - Jaehaerys and Alysanne: Policy, Progeny and Pain",Archmaester Gyldayn,UN,"Blackbar, youngest daughter of Lord Blackbar in 88 AC"
Fire and Blood Vol. 1,331,"The Long Reign - Jaehaerys and Alysanne: Policy, Progeny and Pain",Archmaester Gyldayn,UN,"Blackbar, other daughter(s) of Lord Blackbar in 88 AC"
Fire and Blood Vol. 1,331,"The Long Reign - Jaehaerys and Alysanne: Policy, Progeny and Pain",Archmaester Gyldayn,UN,Lord Chester in 89 AC
Fire and Blood Vol. 1,331,"The Long Reign - Jaehaerys and Alysanne: Policy, Progeny and Pain",Archmaester Gyldayn,UN,Lord Hightower in 89 AC ( he may be the same as in 85 AC)
Fire and Blood Vol. 1,332,"The Long Reign - Jaehaerys and Alysanne: Policy, Progeny and Pain",Archmaester Gyldayn,UN,Archon of Tyrosh in 91 AC (he may be the same as in 58 AC)
Fire and Blood Vol. 1,333,"The Long Reign - Jaehaerys and Alysanne: Policy, Progeny and Pain",Archmaester Gyldayn,Named,Lord Cameron Tarth
Fire and Blood Vol. 1,333,"The Long Reign - Jaehaerys and Alysanne: Policy, Progeny and Pain",Archmaester Gyldayn,US,"1st Myrish scout, he kills Prince Aemon Targaryen"
Fire and Blood Vol. 1,333,"The Long Reign - Jaehaerys and Alysanne: Policy, Progeny and Pain",Archmaester Gyldayn,US,2nd Myrish scout
Fire and Blood Vol. 1,336,"The Long Reign - Jaehaerys and Alysanne: Policy, Progeny and Pain",Archmaester Gyldayn,US,Traveling singer who seduces Princess Gael Targaryen
Fire and Blood Vol. 1,336,"The Long Reign - Jaehaerys and Alysanne: Policy, Progeny and Pain",Archmaester Gyldayn,US,Stillborn bastard son of Princess Gael Targaryen
Fire and Blood Vol. 1,343,Heirs of the Dragon - A Question of Succession,Archmaester Gyldayn,Named,Grand Maester Allar
Fire and Blood Vol. 1,346,Heirs of the Dragon - A Question of Succession,Archmaester Gyldayn,UN,Lord Tarth present at the Great Council of 101 AC (he may be the Lord Tarth of 129 AC)
Fire and Blood Vol. 1,346,Heirs of the Dragon - A Question of Succession,Archmaester Gyldayn,UN,Lord Farwynd of the Lonely Light present at the Great Council of 101 AC
Fire and Blood Vol. 1,346,Heirs of the Dragon - A Question of Succession,Archmaester Gyldayn,UN,Prince of Dorne in 101 AC (he could be Prince Qoren Martell)
Fire and Blood Vol. 1,346,Heirs of the Dragon - A Question of Succession,Archmaester Gyldayn,UN,"Daughter of the Prince of Dorne in 101 AC, she was present at the Great Council of 101 AC (she may be Princess Aliandra Martell)"
Fire and Blood Vol. 1,346,Heirs of the Dragon - A Question of Succession,Archmaester Gyldayn,UN,1st of the 20 Dornish knights who accompanied the Prince od Dorne's daughter to the Great Council of 101 AC
Fire and Blood Vol. 1,346,Heirs of the Dragon - A Question of Succession,Archmaester Gyldayn,UN,2nd of the 20 Dornish knights who accompanied the Prince od Dorne's daughter to the Great Council of 101 AC
Fire and Blood Vol. 1,346,Heirs of the Dragon - A Question of Succession,Archmaester Gyldayn,UN,3rd of the 20 Dornish knights who accompanied the Prince od Dorne's daughter to the Great Council of 101 AC
Fire and Blood Vol. 1,346,Heirs of the Dragon - A Question of Succession,Archmaester Gyldayn,UN,4th of the 20 Dornish knights who accompanied the Prince od Dorne's daughter to the Great Council of 101 AC
Fire and Blood Vol. 1,346,Heirs of the Dragon - A Question of Succession,Archmaester Gyldayn,UN,5th of the 20 Dornish knights who accompanied the Prince od Dorne's daughter to the Great Council of 101 AC
Fire and Blood Vol. 1,346,Heirs of the Dragon - A Question of Succession,Archmaester Gyldayn,UN,6th of the 20 Dornish knights who accompanied the Prince od Dorne's daughter to the Great Council of 101 AC
Fire and Blood Vol. 1,346,Heirs of the Dragon - A Question of Succession,Archmaester Gyldayn,UN,7th of the 20 Dornish knights who accompanied the Prince od Dorne's daughter to the Great Council of 101 AC
Fire and Blood Vol. 1,346,Heirs of the Dragon - A Question of Succession,Archmaester Gyldayn,UN,8th of the 20 Dornish knights who accompanied the Prince od Dorne's daughter to the Great Council of 101 AC
Fire and Blood Vol. 1,346,Heirs of the Dragon - A Question of Succession,Archmaester Gyldayn,UN,9th of the 20 Dornish knights who accompanied the Prince od Dorne's daughter to the Great Council of 101 AC
Fire and Blood Vol. 1,346,Heirs of the Dragon - A Question of Succession,Archmaester Gyldayn,UN,10th of the 20 Dornish knights who accompanied the Prince od Dorne's daughter to the Great Council of 101 AC
Fire and Blood Vol. 1,346,Heirs of the Dragon - A Question of Succession,Archmaester Gyldayn,UN,11th of the 20 Dornish knights who accompanied the Prince od Dorne's daughter to the Great Council of 101 AC
Fire and Blood Vol. 1,346,Heirs of the Dragon - A Question of Succession,Archmaester Gyldayn,UN,12th of the 20 Dornish knights who accompanied the Prince od Dorne's daughter to the Great Council of 101 AC
Fire and Blood Vol. 1,346,Heirs of the Dragon - A Question of Succession,Archmaester Gyldayn,UN,13th of the 20 Dornish knights who accompanied the Prince od Dorne's daughter to the Great Council of 101 AC
Fire and Blood Vol. 1,346,Heirs of the Dragon - A Question of Succession,Archmaester Gyldayn,UN,14th of the 20 Dornish knights who accompanied the Prince od Dorne's daughter to the Great Council of 101 AC
Fire and Blood Vol. 1,346,Heirs of the Dragon - A Question of Succession,Archmaester Gyldayn,UN,15th of the 20 Dornish knights who accompanied the Prince od Dorne's daughter to the Great Council of 101 AC
Fire and Blood Vol. 1,346,Heirs of the Dragon - A Question of Succession,Archmaester Gyldayn,UN,16th of the 20 Dornish knights who accompanied the Prince od Dorne's daughter to the Great Council of 101 AC
Fire and Blood Vol. 1,346,Heirs of the Dragon - A Question of Succession,Archmaester Gyldayn,UN,17th of the 20 Dornish knights who accompanied the Prince od Dorne's daughter to the Great Council of 101 AC
Fire and Blood Vol. 1,346,Heirs of the Dragon - A Question of Succession,Archmaester Gyldayn,UN,18th of the 20 Dornish knights who accompanied the Prince od Dorne's daughter to the Great Council of 101 AC
Fire and Blood Vol. 1,346,Heirs of the Dragon - A Question of Succession,Archmaester Gyldayn,UN,19th of the 20 Dornish knights who accompanied the Prince od Dorne's daughter to the Great Council of 101 AC
Fire and Blood Vol. 1,346,Heirs of the Dragon - A Question of Succession,Archmaester Gyldayn,UN,20h of the 20 Dornish knights who accompanied the Prince od Dorne's daughter to the Great Council of 101 AC
Fire and Blood Vol. 1,346,Heirs of the Dragon - A Question of Succession,Archmaester Gyldayn,US,High Septon in 101 AC present at the Great Council of 101 AC (he may be the High Septon from 129 AC)
Fire and Blood Vol. 1,346,Heirs of the Dragon - A Question of Succession,Archmaester Gyldayn,US,"1st bastard son of Princess Saera Targaryen, 6th claimant during the Great Council of 101 AC (the first 5 are Vaegon, Rhaenys, Laena, Laenor, Viserys)"
Fire and Blood Vol. 1,346,Heirs of the Dragon - A Question of Succession,Archmaester Gyldayn,US,"2nd bastard son of Princess Saera Targaryen, 7th claimant during the Great Council of 101 AC"
Fire and Blood Vol. 1,346,Heirs of the Dragon - A Question of Succession,Archmaester Gyldayn,US,"3rd bastard son of Princess Saera Targaryen, 8th claimant during the Great Council of 101 AC"
Fire and Blood Vol. 1,346,Heirs of the Dragon - A Question of Succession,Archmaester Gyldayn,US,Father of the 1st bastard son of Princess Saera Targaryen
Fire and Blood Vol. 1,346,Heirs of the Dragon - A Question of Succession,Archmaester Gyldayn,US,Father of the 2nd bastard son of Princess Saera Targaryen
Fire and Blood Vol. 1,346,Heirs of the Dragon - A Question of Succession,Archmaester Gyldayn,UN,"Triarch of Volantis, father of the 3rd bastard son of Princess Saera Targaryen"
Fire and Blood Vol. 1,346,Heirs of the Dragon - A Question of Succession,Archmaester Gyldayn,UN,"Descendant of the younger daughter of Lord Gaemon Targaryen, 9th claimant during the Great Council of 101 AC"
Fire and Blood Vol. 1,347,Heirs of the Dragon - A Question of Succession,Archmaester Gyldayn,UN,"Lady Targaryen, younger daughter of Lord Gaemon Targaryen"
Fire and Blood Vol. 1,347,Heirs of the Dragon - A Question of Succession,Archmaester Gyldayn,UN,Petty lord who marry the younger daughter of Lord Gaemon Targaryen
Fire and Blood Vol. 1,347,Heirs of the Dragon - A Question of Succession,Archmaester Gyldayn,US,"Strapping red-haired man-at-arms who claimed to be a bastard son of Maegor the Cruel, 10th claimant during the Great Council of 101 AC"
Fire and Blood Vol. 1,347,Heirs of the Dragon - A Question of Succession,Archmaester Gyldayn,US,Mother of the strapping red-haired man-at-arms
Fire and Blood Vol. 1,347,Heirs of the Dragon - A Question of Succession,Archmaester Gyldayn,US,"Innkeep, grandfather of the strapping red-haired man-at-arms"
Fire and Blood Vol. 1,347,Heirs of the Dragon - A Question of Succession,Archmaester Gyldayn,US,"Hedge knight who put himself forward as a natural son of King Jaehaerys, 11th claimant during the Great Council of 101 AC"
Fire and Blood Vol. 1,347,Heirs of the Dragon - A Question of Succession,Archmaester Gyldayn,US,Unknown 12th claimant during the Great Council of 101 AC
Fire and Blood Vol. 1,347,Heirs of the Dragon - A Question of Succession,Archmaester Gyldayn,US,Unknown 13th claimant during the Great Council of 101 AC
Fire and Blood Vol. 1,347,Heirs of the Dragon - A Question of Succession,Archmaester Gyldayn,US,Unknown 14th claimant during the Great Council of 101 AC
Fire and Blood Vol. 1,388,Heirs of the Dragon - A Question of Succession,Archmaester Gyldayn,Named,Maester Alfador
Fire and Blood Vol. 1,410,The Dying of the Dragons - The Blacks and the Greens,Archmaester Gyldayn,Named,Luceon of Tarth
Fire and Blood Vol. 1,413,The Dying of the Dragons - A Son for a Son,Archmaester Gyldayn,US,Mother of Alys Rivers
Fire and Blood Vol. 1,413,The Dying of the Dragons - A Son for a Son,Archmaester Gyldayn,US,1st stillborn child of Alys Rivers
Fire and Blood Vol. 1,413,The Dying of the Dragons - A Son for a Son,Archmaester Gyldayn,US,Other child(ren) of Alys Rivers
Fire and Blood Vol. 2,414,The Dying of the Dragons - A Son for a Son,Archmaester Gyldayn,Named,"Lord Petyr Piper who dies in 130 AC, his successor is Stanton Piper"
Fire and Blood Vol. 1,414,The Dying of the Dragons - A Son for a Son,Archmaester Gyldayn,US,Maester at Riverrun in 129 AC in service of Lord Grover Tully
Fire and Blood Vol. 1,414,The Dying of the Dragons - A Son for a Son,Archmaester Gyldayn,Named,Ser Oscar Tully
Fire and Blood Vol. 1,415,The Dying of the Dragons - A Son for a Son,Archmaester Gyldayn,UN,"Lord Arryn who dies fighting the Stone Crows in 97 AC, father of Lady Jeyne Arryn"
Fire and Blood Vol. 1,415,The Dying of the Dragons - A Son for a Son,Archmaester Gyldayn,UN,"Arryn, 1st elder brother of Lady Jeyne Arryn who dies fighting the Stone Crows in 97 AC"
Fire and Blood Vol. 1,415,The Dying of the Dragons - A Son for a Son,Archmaester Gyldayn,UN,"Arryn, other elder brother(s) of Lady Jeyne Arryn who dies fighting the Stone Crows in 97 AC"
Fire and Blood Vol. 1,415,The Dying of the Dragons - A Son for a Son,Archmaester Gyldayn,Named,"Ser Arnold Arryn, the Mad Heir"
Fire and Blood Vol. 1,416,The Dying of the Dragons - A Son for a Son,Archmaester Gyldayn,UN,"Manderly, youngest daughter of Lord Desmond Manderly"
Fire and Blood Vol. 1,416,The Dying of the Dragons - A Son for a Son,Archmaester Gyldayn,UN,"Manderly, other daughter(s) of Lord Desmond Manderly"
Fire and Blood Vol. 1,416,The Dying of the Dragons - A Son for a Son,Archmaester Gyldayn,UN,"Stark, younger brother of Lord Cregan Stark"
Fire and Blood Vol. 1,417,The Dying of the Dragons - A Son for a Son,Archmaester Gyldayn,Named,Sara Snow/Velaryon
Fire and Blood Vol. 1,419,The Dying of the Dragons - A Son for a Son,Archmaester Gyldayn,UN,"Swann, elder brother of Ser Byron Swann"
Fire and Blood Vol. 1,428,The Dying of the Dragons - The Red Dragons and the Gold,Archmaester Gyldayn,Named,Ser Raylon Rivers
Fire and Blood Vol. 1,428,The Dying of the Dragons - The Red Dragons and the Gold,Archmaester Gyldayn,UN,"Bracken, child of Lord Humfrey Bracken, sibling of Amos Bracken and Raylon Rivers"
Fire and Blood Vol. 1,428,The Dying of the Dragons - The Red Dragons and the Gold,Archmaester Gyldayn,UN,"Bracken, child of Lord Humfrey Bracken, sibling of Amos Bracken and Raylon Rivers"
Fire and Blood Vol. 1,428,The Dying of the Dragons - The Red Dragons and the Gold,Archmaester Gyldayn,UN,1st wife of Lord Humfrey Bracken
Fire and Blood Vol. 1,428,The Dying of the Dragons - The Red Dragons and the Gold,Archmaester Gyldayn,UN,2nd wife of Lord Humfrey Bracken
Fire and Blood Vol. 1,428,The Dying of the Dragons - The Red Dragons and the Gold,Archmaester Gyldayn,UN,"Lady Bracken, 3rd wife of Lord Humfrey Bracken"
Fire and Blood Vol. 1,428,The Dying of the Dragons - The Red Dragons and the Gold,Archmaester Gyldayn,US,Baseborn paramour of Lord Humfrey Bracken
Fire and Blood Vol. 1,429,The Dying of the Dragons - The Red Dragons and the Gold,Archmaester Gyldayn,US,Castellan of Highgarden and Regent for Lord Lyonel Tyrell during the Dance of the Dragons
Fire and Blood Vol. 1,429,The Dying of the Dragons - The Red Dragons and the Gold,Archmaester Gyldayn,US,Steward at Highgarden and Regent for Lord Lyonel Tyrell during the Dance of the Dragons
Fire and Blood Vol. 1,430,The Dying of the Dragons - The Red Dragons and the Gold,Archmaester Gyldayn,Named,Grand Maester Greydon
Fire and Blood Vol. 1,431,The Dying of the Dragons - The Red Dragons and the Gold,Archmaester Gyldayn,US,The King's Justice of Aegon II Targaryen
Fire and Blood Vol. 1,431,The Dying of the Dragons - The Red Dragons and the Gold,Archmaester Gyldayn,UN,Lord Butterwell in 129 AC who declares for Rhaenyra initially but then swear fealty to Aegon II when facing potential execution
Fire and Blood Vol. 1,431,The Dying of the Dragons - The Red Dragons and the Gold,Archmaester Gyldayn,UN,Lord Hayford in 129 AC who choose death over siding for Aegon II
Fire and Blood Vol. 1,431,The Dying of the Dragons - The Red Dragons and the Gold,Archmaester Gyldayn,UN,Lord Merryweather in 129 AC who choose death over siding for Aegon II
Fire and Blood Vol. 1,431,The Dying of the Dragons - The Red Dragons and the Gold,Archmaester Gyldayn,UN,Lord Harte in 129 AC who choose death over siding for Aegon II
Fire and Blood Vol. 1,431,The Dying of the Dragons - The Red Dragons and the Gold,Archmaester Gyldayn,UN,Lord Buckler in 129 AC who choose death over siding for Aegon II
Fire and Blood Vol. 1,431,The Dying of the Dragons - The Red Dragons and the Gold,Archmaester Gyldayn,UN,Lord Caswell in 129 AC who choose death over siding for Aegon II
Fire and Blood Vol. 1,431,The Dying of the Dragons - The Red Dragons and the Gold,Archmaester Gyldayn,UN,Lady Fell in 129 AC who choose death over siding for Aegon II
Fire and Blood Vol. 1,431,The Dying of the Dragons - The Red Dragons and the Gold,Archmaester Gyldayn,UN,1st of the 8 landed knights whochoose death over siding for Aegon II
Fire and Blood Vol. 1,431,The Dying of the Dragons - The Red Dragons and the Gold,Archmaester Gyldayn,UN,2nd of the 8 landed knights whochoose death over siding for Aegon II
Fire and Blood Vol. 1,431,The Dying of the Dragons - The Red Dragons and the Gold,Archmaester Gyldayn,UN,3rd of the 8 landed knights whochoose death over siding for Aegon II
Fire and Blood Vol. 1,431,The Dying of the Dragons - The Red Dragons and the Gold,Archmaester Gyldayn,UN,4th of the 8 landed knights whochoose death over siding for Aegon II
Fire and Blood Vol. 1,431,The Dying of the Dragons - The Red Dragons and the Gold,Archmaester Gyldayn,UN,5th of the 8 landed knights whochoose death over siding for Aegon II
Fire and Blood Vol. 1,431,The Dying of the Dragons - The Red Dragons and the Gold,Archmaester Gyldayn,UN,6th of the 8 landed knights whochoose death over siding for Aegon II
Fire and Blood Vol. 1,431,The Dying of the Dragons - The Red Dragons and the Gold,Archmaester Gyldayn,UN,7th of the 8 landed knights whochoose death over siding for Aegon II
Fire and Blood Vol. 1,431,The Dying of the Dragons - The Red Dragons and the Gold,Archmaester Gyldayn,UN,8th of the 8 landed knights whochoose death over siding for Aegon II
Fire and Blood Vol. 1,451,The Dying of the Dragons - The Red Dragons and the Gold,Archmaester Gyldayn,Named,Lord Tristan Vance
Fire and Blood Vol. 1,458,The Dying of the Dragons - Rhaenyra Triumphant,Archmaester Gyldayn,Named,Lord Joseth Smallwood
Fire and Blood Vol. 1,458,The Dying of the Dragons - Rhaenyra Triumphant,Archmaester Gyldayn,UN,"Piper, favorite grandson of Lord Petyr Piper"
Fire and Blood Vol. 1,458,The Dying of the Dragons - Rhaenyra Triumphant,Archmaester Gyldayn,UN,"Piper, other grandson(s) of Lord Petyr Piper"
Fire and Blood Vol. 1,458,The Dying of the Dragons - Rhaenyra Triumphant,Archmaester Gyldayn,Named,Ser Harry Penny
Fire and Blood Vol. 1,459,The Dying of the Dragons - Rhaenyra Triumphant,Archmaester Gyldayn,Named,Ser Oswald Wode
Fire and Blood Vol. 1,459,The Dying of the Dragons - Rhaenyra Triumphant,Archmaester Gyldayn,UN,"Lord Roote in 130 AC, of the Blacks"
Fire and Blood Vol. 1,464,The Dying of the Dragons - Rhaenyra Triumphant,Archmaester Gyldayn,UN,"Rosby, daughter of Lord Rosby executed by Rhaenyra in 130 AC, her little brother becomes the new Lord Rosby"
Fire and Blood Vol. 1,464,The Dying of the Dragons - Rhaenyra Triumphant,Archmaester Gyldayn,UN,"Stokeworth, daughter of the Lord Stokeworth executed by Rhaenyra in 130 AC, her little brother becomes the new Lord Stokeworth"
Fire and Blood Vol. 1,465,The Dying of the Dragons - Rhaenyra Triumphant,Archmaester Gyldayn,UN,"Lord Rosby, son of the Lord Rosby executed by Rhaenyra in 130 AC"
Fire and Blood Vol. 1,465,The Dying of the Dragons - Rhaenyra Triumphant,Archmaester Gyldayn,UN,"Lord Stokeworth, son of the Lord Stokeworth executed by Rhaenyra in 130 AC"
Fire and Blood Vol. 1,468,The Dying of the Dragons - Rhaenyra Triumphant,Archmaester Gyldayn,Named,"Ben Buttercakes, innkeep of Hogs Head"
Fire and Blood Vol. 1,468,The Dying of the Dragons - Rhaenyra Triumphant,Archmaester Gyldayn,Named,"Sly, stableboy of Hogs Head"
Fire and Blood Vol. 1,470,The Dying of the Dragons - Rhaenyra Triumphant,Archmaester Gyldayn,US,Man whose arm is cut by Rickard Thorne when he tries stop him
Fire and Blood Vol. 1,470,The Dying of the Dragons - Rhaenyra Triumphant,Archmaester Gyldayn,Named,Willow Pound-Stone
Fire and Blood Vol. 1,472,The Dying of the Dragons - Rhaenyra Triumphant,Archmaester Gyldayn,US,Crossbowman whose bolt killed Ser Rickard Thorne
Fire and Blood Vol. 1,472,The Dying of the Dragons - Rhaenyra Triumphant,Archmaester Gyldayn,US,Man whose horse is stolen by Ser Rickard Thorne at Hogs Head
Fire and Blood Vol. 1,473,The Dying of the Dragons - Rhaenyra Triumphant,Archmaester Gyldayn,UN,"Farman, 1st son of Lord Farman in 130 AC during Dalton Greyjoy's raidings"
Fire and Blood Vol. 1,473,The Dying of the Dragons - Rhaenyra Triumphant,Archmaester Gyldayn,UN,"Farman, other son(s) of Lord Farman in 130 AC during Dalton Greyjoy's raidings"
Fire and Blood Vol. 1,473,The Dying of the Dragons - Rhaenyra Triumphant,Archmaester Gyldayn,UN,"Lady wife of Lord Merryweather who died in 129 AC, she surrenders Longtable to Lord Ormund Hightower"
Fire and Blood Vol. 1,475,The Dying of the Dragons - Rhaenyra Triumphant,Archmaester Gyldayn,Named,"Lord Hugo Vance, the Lord of Wayfarer's Rest after the death of Lord Tristan Vance"
Fire and Blood Vol. 1,475,The Dying of the Dragons - Rhaenyra Triumphant,Archmaester Gyldayn,UN,"Squire who ask ""who are they?"""
Fire and Blood Vol. 1,475,The Dying of the Dragons - Rhaenyra Triumphant,Archmaester Gyldayn,US,1st archer of Robb Rivers who shoot an arrow on Criston Cole 
Fire and Blood Vol. 1,475,The Dying of the Dragons - Rhaenyra Triumphant,Archmaester Gyldayn,US,2nd archer of Robb Rivers who shoot an arrow on Criston Cole
Fire and Blood Vol. 1,477,The Dying of the Dragons - Rhaenyra Triumphant,Archmaester Gyldayn,UN,1st of the 6 knights who died trying to slay Vhagar at Harrenhal
Fire and Blood Vol. 1,477,The Dying of the Dragons - Rhaenyra Triumphant,Archmaester Gyldayn,UN,2nd of the 6 knights who died trying to slay Vhagar at Harrenhal
Fire and Blood Vol. 1,477,The Dying of the Dragons - Rhaenyra Triumphant,Archmaester Gyldayn,UN,3rd of the 6 knights who died trying to slay Vhagar at Harrenhal
Fire and Blood Vol. 1,477,The Dying of the Dragons - Rhaenyra Triumphant,Archmaester Gyldayn,UN,4th of the 6 knights who died trying to slay Vhagar at Harrenhal
Fire and Blood Vol. 1,477,The Dying of the Dragons - Rhaenyra Triumphant,Archmaester Gyldayn,UN,5th of the 6 knights who died trying to slay Vhagar at Harrenhal
Fire and Blood Vol. 1,477,The Dying of the Dragons - Rhaenyra Triumphant,Archmaester Gyldayn,UN,6th of the 6 knights who died trying to slay Vhagar at Harrenhal
Fire and Blood Vol. 1,482,The Dying of the Dragons - Rhaenyra Triumphant,Archmaester Gyldayn,Named,Moslander of Yore
Fire and Blood Vol. 1,482,The Dying of the Dragons - Rhaenyra Triumphant,Archmaester Gyldayn,Named,Ser Garrick Hall of Middleton
Fire and Blood Vol. 1,482,The Dying of the Dragons - Rhaenyra Triumphant,Archmaester Gyldayn,Named,Ser Merrell the Bold
Fire and Blood Vol. 1,482,The Dying of the Dragons - Rhaenyra Triumphant,Archmaester Gyldayn,Named,"Lord Owain Bourney, Owain the Betrayer"
