id,paragraphs,cleaned_paragraphs
1657,"The men of the Night’s Watch were as thunderstruck by the queen’s dragon as the people of White Harbor had been, though the queen herself noted that Silverwing “does not like this Wall.” Though it was summer and the Wall was weeping, the chill of the ice could still be felt whenever the wind blew, and every gust would make the dragon hiss and snap. “Thrice I flew Silverwing high above Castle Black, and thrice I tried to take her north beyond the Wall,” Alysanne wrote to Jaehaerys, “but every time she veered back south again and refused to go. Never before has she refused to take me where I wished to go. I",The men Night ’ Watch thunderstruck queen ’ dragon people White Harbor though queen noted Silverwing “ like Wall. ” Though summer Wall weeping chill ice could still felt whenever wind blew every gust would make dragon hiss snap . “ Thrice I flew Silverwing high Castle Black thrice I tried take north beyond Wall ” Alysanne wrote Jaehaerys “ every time veered back south refused go . Never refused take I wished go . I
1659,"laughed about it when I came down again, so the black brothers would not realize anything was amiss, but it troubled me then and it troubles me still.”",laughed I came black brothers would realize anything amiss troubled troubles still . ”
1660,"At Castle Black the queen saw her first wildlings. A raiding party had been taken not long before trying to scale the Wall, and a dozen ragged survivors of the fight had been confined in cages for her inspection. When Her Grace asked what was to be done with them, she was told that they would have their ears cut off before being turned loose north of the Wall. “All but those three,” her escort said, pointing out three prisoners who had already lost their ears. “We’ll take the heads off those three. They been caught once already.” If the others were wise, he told the queen, they would take the loss of their ears as a lesson and keep to their side of the Wall. “Most don’t, though,” he added.",At Castle Black queen saw first wildlings . A raiding party taken long trying scale Wall dozen ragged survivors fight confined cages inspection . When Her Grace asked done told would ears cut turned loose north Wall . “ All three ” escort said pointing three prisoners already lost ears . “ We ’ take heads three . They caught already. ” If others wise told queen would take loss ears lesson keep side Wall . “ Most ’ though ” added .
1661,"Three of the brothers had been singers before taking the black, and they took turns playing for Her Grace at night, regaling her with ballads, war songs, and bawdy barracks tunes. Lord Commander Burley himself took the queen into the haunted forest (with a hundred rangers riding escort). When Alysanne expressed the wish to see some of the other forts along the Wall, the First Ranger Benton Glover led her west atop the Wall, past Snowgate to the Nightfort, where they made their descent and spent the night. The ride, the queen decided, was as breathtaking a journey as she had ever experienced, “as exhilarating as it was cold, though the wind up there blows so strongly that I feared it was about to sweep us off the Wall.” The Nightfort itself she found grim and sinister. “It is so huge the men seem dwarfed by it, like mice in a ruined hall,” she told Jaehaerys, “and there is a darkness there…a taste in the air…I was so glad to leave that place.”",Three brothers singers taking black took turns playing Her Grace night regaling ballads war songs bawdy barracks tunes . Lord Commander Burley took queen haunted forest ( hundred rangers riding escort ) . When Alysanne expressed wish see forts along Wall First Ranger Benton Glover led west atop Wall past Snowgate Nightfort made descent spent night . The ride queen decided breathtaking journey ever experienced “ exhilarating cold though wind blows strongly I feared sweep us Wall. ” The Nightfort found grim sinister . “ It huge men seem dwarfed like mice ruined hall ” told Jaehaerys “ darkness there…a taste air…I glad leave place . ”
1662,"It must not be thought that the queen’s days and nights at Castle Black were entirely taken up with such idle pursuits. She was here for the Iron Throne, she reminded Lord Burley, and many an afternoon was spent with him and his officers discussing the wildlings, the Wall, and the needs of the Watch.",It must thought queen ’ days nights Castle Black entirely taken idle pursuits . She Iron Throne reminded Lord Burley many afternoon spent officers discussing wildlings Wall needs Watch .
1663,"“Above all else, a queen must know how to listen,” Alysanne Targaryen often said. At Castle Black, she proved those words. She listened, she heard, and she won the eternal devotion of the men of the Night’s Watch by her actions. She understood the need for a castle between Snowgate and Icemark, she told Lord Burley, but the Nightfort was crumbling, overlarge, and surely ruinous to heat. The",“ Above else queen must know listen ” Alysanne Targaryen often said . At Castle Black proved words . She listened heard eternal devotion men Night ’ Watch actions . She understood need castle Snowgate Icemark told Lord Burley Nightfort crumbling overlarge surely ruinous heat . The
1665,"Watch should abandon it, she said, and build a smaller castle farther to the east. Lord Burley could not disagree…but the Night’s Watch lacked the coin to build new castles, he said. Alysanne had anticipated that objection. She would pay for the castle herself, she told the Lord Commander, and pledged her jewels to cover the cost. “I have a good many jewels,” she said.",Watch abandon said build smaller castle farther east . Lord Burley could disagree…but Night ’ Watch lacked coin build new castles said . Alysanne anticipated objection . She would pay castle told Lord Commander pledged jewels cover cost . “ I good many jewels ” said .
1666,"It would take eight years to raise the new castle, which would bear the name of Deep Lake. Outside its main hall, a statue of Alysanne Targaryen stands to this very day. The Nightfort was abandoned even before Deep Lake was completed, as the queen had wished. Lord Commander Burley also renamed Snowgate castle in her honor, as Queensgate.",It would take eight years raise new castle would bear name Deep Lake . Outside main hall statue Alysanne Targaryen stands day . The Nightfort abandoned even Deep Lake completed queen wished . Lord Commander Burley also renamed Snowgate castle honor Queensgate .
1667,"Queen Alysanne also wished to listen to the women of the North. When Lord Burley explained that there were no women on the Wall, she persisted…until finally, with great reluctance, he had her escorted to a village south of the Wall that the black brothers called Mole’s Town. She would find women there, his lordship said, though most of them would be harlots. The men of the Night’s Watch took no wives, he explained, but they remained men all the same, and some felt certain needs. Queen Alysanne said she did not care, and so it came to pass that she held her women’s court amongst the whores and strumpets of Mole’s Town…and there heard certain tales that would change the Seven Kingdoms forever.",Queen Alysanne also wished listen women North . When Lord Burley explained women Wall persisted…until finally great reluctance escorted village south Wall black brothers called Mole ’ Town . She would find women lordship said though would harlots . The men Night ’ Watch took wives explained remained men felt certain needs . Queen Alysanne said care came pass held women ’ court amongst whores strumpets Mole ’ Town…and heard certain tales would change Seven Kingdoms forever .
1668,"Back in King’s Landing, the Archon of Tyrosh, the Prince of Pentos, and Jaehaerys I Targaryen of Westeros finally put their seals to “A Treaty of Eternal Peace.” That a pact was reached at all was considered somewhat of a miracle, and largely due to the king’s veiled hint that Westeros itself might enter the war if an accord was not reached. (The aftermath would prove even less successful than the negotiations. On his return to Tyrosh, the Archon was heard to say that King’s Landing was a “reeking sore” not fit to be called a city, whilst the magisters of Pentos were so unhappy with the terms that they sacrificed their prince to their queer gods, as is the custom of that city.) Only then was King Jaehaerys free to fly north with Vermithor. He and the queen reunited at Winterfell, after half a year apart.",Back King ’ Landing Archon Tyrosh Prince Pentos Jaehaerys I Targaryen Westeros finally put seals “ A Treaty Eternal Peace. ” That pact reached considered somewhat miracle largely due king ’ veiled hint Westeros might enter war accord reached . ( The aftermath would prove even less successful negotiations . On return Tyrosh Archon heard say King ’ Landing “ reeking sore ” fit called city whilst magisters Pentos unhappy terms sacrificed prince queer gods custom city . ) Only King Jaehaerys free fly north Vermithor . He queen reunited Winterfell half year apart .
1669,"The king’s time at Winterfell began on an ominous note. Upon his arrival, Alaric Stark led His Grace down to the crypts below the castle to show him his brother’s tomb. “Walton lies down here in darkness in",The king ’ time Winterfell began ominous note . Upon arrival Alaric Stark led His Grace crypts castle show brother ’ tomb . “ Walton lies darkness
1671,"no small part thanks to you. Stars and Swords, the leavings of your seven gods, what are they to us? And yet you sent them to the Wall in their hundreds and their thousands, so many that the Night’s Watch was hard-pressed to feed them…and when the worst of them rose up, the oathbreakers you had sent us, it cost my brother’s life to put them down.”",small part thanks . Stars Swords leavings seven gods us ? And yet sent Wall hundreds thousands many Night ’ Watch hard-pressed feed them…and worst rose oathbreakers sent us cost brother ’ life put . ”
1674,"“A grievous price,” the king agreed, “but that was never our intent.",“ A grievous price ” king agreed “ never intent .
1675,"You have my regrets, my lord, and my gratitude.”",You regrets lord gratitude . ”
1676,"“I would sooner have my brother,” Lord Alaric answered darkly.",“ I would sooner brother ” Lord Alaric answered darkly .
1677,"Lord Stark and King Jaehaerys would never be fast friends; the shade of Walton Stark remained between them to the end. It was only through Queen Alysanne’s good offices that they ever found accord. The queen had visited Brandon’s Gift, the lands south of the Wall that Brandon the Builder had granted to the Watch for their support and sustenance. “It is not enough,” she told the king. “The soil is thin and stony, the hills unpopulated. The Watch lacks for coin, and when winter comes they will lack for food as well.” The answer she proposed was a New Gift, a further strip of land south of Brandon’s Gift.",Lord Stark King Jaehaerys would never fast friends ; shade Walton Stark remained end . It Queen Alysanne ’ good offices ever found accord . The queen visited Brandon ’ Gift lands south Wall Brandon Builder granted Watch support sustenance . “ It enough ” told king . “ The soil thin stony hills unpopulated . The Watch lacks coin winter comes lack food well. ” The answer proposed New Gift strip land south Brandon ’ Gift .
1678,"The notion did not please Lord Alaric; though a strong friend to the Night’s Watch, he knew that the lords who presently held the lands in question would object to them being given away without their leave. “I have no doubt that you can persuade them, Lord Alaric,” the queen said. And finally, charmed by her as ever, Alaric Stark agreed that, aye, he could. And so it came to pass that the size of the Gift was doubled with a stroke.",The notion please Lord Alaric ; though strong friend Night ’ Watch knew lords presently held lands question would object given away without leave . “ I doubt persuade Lord Alaric ” queen said . And finally charmed ever Alaric Stark agreed aye could . And came pass size Gift doubled stroke .
1679,"Little more need be said of the time Queen Alysanne and King Jaehaerys spent in the North. After lingering in Winterfell for another fortnight, they made their way to Torrhen’s Square and thence to Barrowton, where Lord Dustin showed them the barrow of the First King and staged somewhat of a tourney in their honor, though it was a poor thing compared to the tourneys of the south. From there Vermithor and Silverwing bore Jaehaerys and Alysanne back again to King’s Landing. The men and women of their retinue had a more arduous journey home, traveling overland from Barrowton back to White Harbor and taking ship from there.",Little need said time Queen Alysanne King Jaehaerys spent North . After lingering Winterfell another fortnight made way Torrhen ’ Square thence Barrowton Lord Dustin showed barrow First King staged somewhat tourney honor though poor thing compared tourneys south . From Vermithor Silverwing bore Jaehaerys Alysanne back King ’ Landing . The men women retinue arduous journey home traveling overland Barrowton back White Harbor taking ship .
1680,"Even before the others reached White Harbor, King Jaehaerys had called together his council in the Red Keep, to consider an entreaty from his queen. When Septon Barth, Grand Maester Benifer, and the others had assembled, Alysanne told them of her visit to the Wall, and the day that she had spent with the whores and fallen women of Mole’s Town.",Even others reached White Harbor King Jaehaerys called together council Red Keep consider entreaty queen . When Septon Barth Grand Maester Benifer others assembled Alysanne told visit Wall day spent whores fallen women Mole ’ Town .
1681,"“There was a girl there,” the queen said, “no older than I am as I sit before you now. A pretty girl, but not, I think, as pretty as she was. Her",“ There girl ” queen said “ older I I sit . A pretty girl I think pretty . Her
1683,"father was a blacksmith, and when she was a maid of fourteen years, he gave her hand in marriage to his apprentice. She was fond of the boy, and he of her, so the two of them were duly wed…but scarcely had they said their vows than their lord came down upon the wedding with his men-at-arms to claim his right to her first night. He carried her off to his tower and enjoyed her, and the next morning his men returned her to her husband.",father blacksmith maid fourteen years gave hand marriage apprentice . She fond boy two duly wed…but scarcely said vows lord came upon wedding men-at-arms claim right first night . He carried tower enjoyed next morning men returned husband .
1684,"“But her maidenhead was gone, together with whatever love the apprentice boy had borne her. He could not raise his hand against the lord for peril of his life, so instead he raised it against his wife. When it became plain that she was carrying the lord’s child, he beat it out of her. From that day on, he never called her anything but ‘whore,’ until finally the girl decided that if she must be called a whore she would live as one, and made her way to Mole’s Town. There she dwells until this day, a sad child, ruined…but all the while, in other villages, other maids are being wed, and other lords are claiming their first night.",“ But maidenhead gone together whatever love apprentice boy borne . He could raise hand lord peril life instead raised wife . When became plain carrying lord ’ child beat . From day never called anything ‘ whore ’ finally girl decided must called whore would live one made way Mole ’ Town . There dwells day sad child ruined…but villages maids wed lords claiming first night .
1685,"“Hers was the worst story, but not the only one. At White Harbor, at Mole’s Town, at Barrowton, other women spoke of their first nights as well. I never knew, my lords. Oh, I knew of the tradition. Even on Dragonstone, there are stories of men of mine own house, Targaryens, who have made free with the wives of fisherfolk and serving men, and sired children on them…”",“ Hers worst story one . At White Harbor Mole ’ Town Barrowton women spoke first nights well . I never knew lords . Oh I knew tradition . Even Dragonstone stories men mine house Targaryens made free wives fisherfolk serving men sired children them… ”
1686,"“Dragonseeds, they call them,” Jaehaerys said with obvious reluctance. “It is not a thing to boast of, but it has happened, mayhaps more often than we would care to admit. Such children are cherished, though. Orys Baratheon himself was a dragonseed, a bastard brother to our grandsire. Whether he was conceived of a first night I cannot say, but Lord Aerion was his father, that was well-known. Gifts were given…”",“ Dragonseeds call ” Jaehaerys said obvious reluctance . “ It thing boast happened mayhaps often would care admit . Such children cherished though . Orys Baratheon dragonseed bastard brother grandsire . Whether conceived first night I say Lord Aerion father well-known . Gifts given… ”
1687,"“Gifts?” the queen said in a voice sharp with derision. “I see no honor in any of this. I knew such things happened hundreds of years ago, I confess it, but I never dreamed that the custom endured so strongly to this day. Mayhaps I did not want to know. I closed my eyes, but that poor girl in Mole’s Town opened them. The right of the first night! Your Grace, my lords, it is time we put an end to this. I beg you.”",“ Gifts ? ” queen said voice sharp derision . “ I see honor . I knew things happened hundreds years ago I confess I never dreamed custom endured strongly day . Mayhaps I want know . I closed eyes poor girl Mole ’ Town opened . The right first night ! Your Grace lords time put end . I beg . ”
1688,"A silence fell after the queen had finished speaking, Grand Maester Benifer tells us. The lords of the small council shifted awkwardly in their seats and exchanged glances, until finally the king himself spoke",A silence fell queen finished speaking Grand Maester Benifer tells us . The lords small council shifted awkwardly seats exchanged glances finally king spoke
1690,"up, sympathetic but reluctant. What the queen proposed would be difficult, Jaehaerys said. Lords grew troublesome when kings began taking things that they regarded as their own. “Their lands, their gold, their rights…”",sympathetic reluctant . What queen proposed would difficult Jaehaerys said . Lords grew troublesome kings began taking things regarded . “ Their lands gold rights… ”
1691,"“…their wives?” Alysanne finished. “I remember our wedding, my lord. If you had been a blacksmith and me a washerwoman and some lord had come to claim me and take my maidenhead the day we took our vows, what would you have done?”",“ …their wives ? ” Alysanne finished . “ I remember wedding lord . If blacksmith washerwoman lord come claim take maidenhead day took vows would done ? ”
1692,"“Killed him,” Jaehaerys said, “but I am not a blacksmith.”",“ Killed ” Jaehaerys said “ I blacksmith . ”
1693,"“If, I said,” the queen persisted. “A blacksmith is still a man, is he not? What man but a coward would stand by meekly whilst another man has his way with his wife? We do not want blacksmiths killing lords, surely.” She turned to Grand Maester Benifer and said, “I know how Gargon Qoherys died. Gargon the Guest. How many more such instances have there been, I wonder?”",“ If I said ” queen persisted . “ A blacksmith still man ? What man coward would stand meekly whilst another man way wife ? We want blacksmiths killing lords surely. ” She turned Grand Maester Benifer said “ I know Gargon Qoherys died . Gargon Guest . How many instances I wonder ? ”
1694,"“More than I would care to say,” Benifer allowed. “They are not oft spoken of, for fear that other men might do the same, but…”",“ More I would care say ” Benifer allowed . “ They oft spoken fear men might but… ”
1695,"“The first night is an offense against the King’s Peace,” the queen concluded. “An offense against not only the maid, but her husband as well…and the wife of the lord, never forget. What do those highborn ladies do whilst their lords are out deflowering maidens? Do they sew? Sing? Pray? Were it me, I might pray my lord husband fell off his horse and broke his neck coming home.”",“ The first night offense King ’ Peace ” queen concluded . “ An offense maid husband well…and wife lord never forget . What highborn ladies whilst lords deflowering maidens ? Do sew ? Sing ? Pray ? Were I might pray lord husband fell horse broke neck coming home . ”
1696,"King Jaehaerys smiled at that, but it was plain that he was becoming increasingly uncomfortable. “The right of the first night is an ancient one,” he argued, though with no great passion, “as much a part of lordship as the right of pit and gallows. It is rarely used south of the Neck, I am told, but its continued existence is a lordly prerogative that some of my more truculent subjects would be loath to surrender. You are not wrong, my love, but sometimes it is best to let a sleeping dragon lie.”",King Jaehaerys smiled plain becoming increasingly uncomfortable . “ The right first night ancient one ” argued though great passion “ much part lordship right pit gallows . It rarely used south Neck I told continued existence lordly prerogative truculent subjects would loath surrender . You wrong love sometimes best let sleeping dragon lie . ”
1697,"“We are the sleeping dragons,” the queen threw back. “These lords who love their first nights are dogs. Why must they slake their lust on maidens who have only just pledged their love to other men? Have they no wives of their own? Are there no whores in their domains? Have they lost the use of their hands?”",“ We sleeping dragons ” queen threw back . “ These lords love first nights dogs . Why must slake lust maidens pledged love men ? Have wives ? Are whores domains ? Have lost use hands ? ”
1698,"The justiciar Lord Albin Massey spoke up then, saying, “There is",The justiciar Lord Albin Massey spoke saying “ There
1700,"more to the first night than lust, Your Grace. The practice is an ancient one, older than the Andals, older than the Faith. It goes back to the Dawn Age, I do not doubt. The First Men were a savage race, and like the wildings beyond the Wall, they followed only strength. Their lords and kings were warriors, mighty men and heroes, and they wanted their sons to be the same. If a warlord chose to bestow his seed upon some maid on her wedding night, it was seen as…a sort of blessing. And if a child should come of the coupling, so much the better. The husband could then claim the honor of raising a hero’s son as his own.”",first night lust Your Grace . The practice ancient one older Andals older Faith . It goes back Dawn Age I doubt . The First Men savage race like wildings beyond Wall followed strength . Their lords kings warriors mighty men heroes wanted sons . If warlord chose bestow seed upon maid wedding night seen as…a sort blessing . And child come coupling much better . The husband could claim honor raising hero ’ son . ”
1701,"“Mayhaps that was so, ten thousand years ago,” the queen replied, “but the lords claiming the first night now are no heroes. You have not heard the women speak of them. I have. Old men, fat men, cruel men, poxy boys, rapers, droolers, men covered with scabs, with scars, with boils, lords who have not washed in half a year, men with greasy hair and lice. These are your mighty men. I listened to the girls, and none of them felt blessed.”",“ Mayhaps ten thousand years ago ” queen replied “ lords claiming first night heroes . You heard women speak . I . Old men fat men cruel men poxy boys rapers droolers men covered scabs scars boils lords washed half year men greasy hair lice . These mighty men . I listened girls none felt blessed . ”
1702,"“The Andals never practiced the first night in Andalos,” Grand Maester Benifer said. “When they came to Westeros and swept away the kingdoms of the First Men, they found the tradition in place and chose to let it remain, just as they did the godswoods.”",“ The Andals never practiced first night Andalos ” Grand Maester Benifer said . “ When came Westeros swept away kingdoms First Men found tradition place chose let remain godswoods . ”
1703,"Septon Barth spoke then, turning to the king. “Sire, if I may be so bold, I believe Her Grace has the right of this. The First Men might have found some purpose in this rite, but the First Men fought with bronze swords and fed their weirwood trees with blood. We are not those men, and it is past time we put an end to this evil. It stands against every ideal of chivalry. Our knights swear to protect the innocence of maidens…save for when the lord they serve wishes to despoil one, it would seem. We swear our marriage vows before the Father and the Mother, promising fidelity until the Stranger comes to part us, and nowhere in The Seven-Pointed Star does it say that those promises do not apply to lords. You are not wrong, Your Grace, some lords will surely grumble at this, especially in the North…but all the maids will thank us for it, and all the husbands and the fathers and the mothers, just as the queen has said. I know the Faithful will be pleased. His High Holiness will let his voice be heard, never doubt it.”",Septon Barth spoke turning king . “ Sire I may bold I believe Her Grace right . The First Men might found purpose rite First Men fought bronze swords fed weirwood trees blood . We men past time put end evil . It stands every ideal chivalry . Our knights swear protect innocence maidens…save lord serve wishes despoil one would seem . We swear marriage vows Father Mother promising fidelity Stranger comes part us nowhere The Seven-Pointed Star say promises apply lords . You wrong Your Grace lords surely grumble especially North…but maids thank us husbands fathers mothers queen said . I know Faithful pleased . His High Holiness let voice heard never doubt . ”
1704,"When Barth had finished speaking, Jaehaerys Targaryen threw up his hands. “I know when I am beaten. Very well. Let it be done.”",When Barth finished speaking Jaehaerys Targaryen threw hands . “ I know I beaten . Very well . Let done . ”
1705,And so it came to pass that the second of what the smallfolk named,And came pass second smallfolk named
1707,"Queen Alysanne’s Laws was enacted: the abolition of the lord’s ancient right to the first night. Henceforth, it was decreed, a bride’s maidenhead would belong only to her husband, whether joined before a septon or a heart tree, and any man, be he lord or peasant, who took her on her wedding night or any other night would be guilty of the crime of rape.",Queen Alysanne ’ Laws enacted : abolition lord ’ ancient right first night . Henceforth decreed bride ’ maidenhead would belong husband whether joined septon heart tree man lord peasant took wedding night night would guilty crime rape .
1708,"As the 58th year after Aegon’s Conquest drew to a close, King Jaehaerys celebrated the tenth anniversary of his coronation at the Starry Sept of Oldtown. The callow boy that the High Septon had crowned that day was long gone; his place had been taken by a man of four-and-twenty who was every inch a king. The wispy beard and mustache that His Grace had cultivated early in his reign had become a handsome golden beard, shot through with silver. His unshorn hair he wore in a thick braid that fell almost to his waist. Tall and handsome, Jaehaerys moved with an easy grace, be it on the dance floor or in the training yard. His smile, it was said, could warm the heart of any maiden in the Seven Kingdoms; his frown could make a man’s blood run cold. In his sister he had a queen even more beloved than he was. “Good Queen Alysanne,” the smallfolk called her, from Oldtown to the Wall. The gods had blessed the two of them with three strong children, two splendid young princes and a princess who was the darling of the realm.",As 58th year Aegon ’ Conquest drew close King Jaehaerys celebrated tenth anniversary coronation Starry Sept Oldtown . The callow boy High Septon crowned day long gone ; place taken man four-and-twenty every inch king . The wispy beard mustache His Grace cultivated early reign become handsome golden beard shot silver . His unshorn hair wore thick braid fell almost waist . Tall handsome Jaehaerys moved easy grace dance floor training yard . His smile said could warm heart maiden Seven Kingdoms ; frown could make man ’ blood run cold . In sister queen even beloved . “ Good Queen Alysanne ” smallfolk called Oldtown Wall . The gods blessed two three strong children two splendid young princes princess darling realm .
1709,"In their decade of rule, they had known grief and horror, betrayal and conflict, and the death of loved ones, but they had weathered the storms and survived the tragedies and emerged stronger and better from all they had endured. Their accomplishments were undeniable; the Seven Kingdoms were at peace, and more prosperous than they had been in living memory.",In decade rule known grief horror betrayal conflict death loved ones weathered storms survived tragedies emerged stronger better endured . Their accomplishments undeniable ; Seven Kingdoms peace prosperous living memory .
1710,"It was a time for celebration and celebrate they did, with a tourney at King’s Landing on the anniversary of the king’s coronation. Princess Daenerys and the Princes Aemon and Baelon shared the royal box with their mother and father, and reveled in the cheers of the crowd. On the field, the highlight of the competition was the brilliance of Ser Ryam Redwyne, the youngest son of Lord Manfryd Redwyne of the Arbor, Jaehaerys’s lord admiral and master of ships. In successive tilts, Ser Ryam unhorsed Ronnal Baratheon, Arthor Oakheart, Simon Dondarrion, Harys Hogg (Harry the Ham, to the commons), and two Kingsguard knights, Lorence Roxton and Lucamore Strong. When the young gallant trotted up to the royal box and crowned Good Queen",It time celebration celebrate tourney King ’ Landing anniversary king ’ coronation . Princess Daenerys Princes Aemon Baelon shared royal box mother father reveled cheers crowd . On field highlight competition brilliance Ser Ryam Redwyne youngest son Lord Manfryd Redwyne Arbor Jaehaerys ’ lord admiral master ships . In successive tilts Ser Ryam unhorsed Ronnal Baratheon Arthor Oakheart Simon Dondarrion Harys Hogg ( Harry Ham commons ) two Kingsguard knights Lorence Roxton Lucamore Strong . When young gallant trotted royal box crowned Good Queen
1712,"Alysanne as his queen of love and beauty, the commons roared their approval.",Alysanne queen love beauty commons roared approval .
1713,"The leaves in the trees had begun to turn russet and orange and gold, and the ladies of the court wore gowns to match. At the feast that followed the end of the tourney, Lord Rogar Baratheon appeared with his children, Boremund and Jocelyn, to be warmly embraced by the king and queen. Lords from all over the realm came to join the celebration; Lyman Lannister from Casterly Rock, Daemon Velaryon from Driftmark, Prentys Tully from Riverrun, Rodrik Arryn from the Vale, even the Lords Rowan and Oakheart, whose levies once marched with Septon Moon. Theomore Manderly came down from the North. Alaric Stark did not, but his sons came, and with them his daughter, Alarra, blushing, to take up her new duties as a lady-in-waiting to the queen. The High Septon was too ill to come, but he sent his newest septa, Rhaella, who had been Targaryen, still shy, but smiling. It was said that the queen wept for joy at the sight of her, for in her face and form she was the very image of her sister, Aerea, grown older.",The leaves trees begun turn russet orange gold ladies court wore gowns match . At feast followed end tourney Lord Rogar Baratheon appeared children Boremund Jocelyn warmly embraced king queen . Lords realm came join celebration ; Lyman Lannister Casterly Rock Daemon Velaryon Driftmark Prentys Tully Riverrun Rodrik Arryn Vale even Lords Rowan Oakheart whose levies marched Septon Moon . Theomore Manderly came North . Alaric Stark sons came daughter Alarra blushing take new duties lady-in-waiting queen . The High Septon ill come sent newest septa Rhaella Targaryen still shy smiling . It said queen wept joy sight face form image sister Aerea grown older .
1714,"It was a time for warm embraces, for smiles, for toasts and reconciliations, for renewing old friendships and making new ones, for laughter and kisses. It was a good time, a golden autumn, a time of peace and plenty.",It time warm embraces smiles toasts reconciliations renewing old friendships making new ones laughter kisses . It good time golden autumn time peace plenty .
1715,But winter was coming.,But winter coming .
1740,"On the seventh day of the 59th year after Aegon’s Conquest, a battered ship came limping up the Whispering Sound to the port of Oldtown. Her sails were patched and ragged and salt-stained, her paint faded and flaking, the banner streaming from her mast so sun- bleached as to be unrecognizable. Not until she was tied up at dock was she finally recognized in her sorry state. She was the Lady Meredith, last seen departing Oldtown almost three years earlier to cross the Sunset Sea.",On seventh day 59th year Aegon ’ Conquest battered ship came limping Whispering Sound port Oldtown . Her sails patched ragged salt-stained paint faded flaking banner streaming mast sun- bleached unrecognizable . Not tied dock finally recognized sorry state . She Lady Meredith last seen departing Oldtown almost three years earlier cross Sunset Sea .
1741,"As her crew began to disembark, throngs of merchants, porters, whores, seamen, and thieves gaped in shock. Nine of every ten men coming ashore were black or brown. Ripples of excitement ran up and down the docks. Had the Lady Meredith indeed crossed the Sunset Sea? Were the peoples of the fabled lands of the far west all dark- skinned as Summer Islanders?",As crew began disembark throngs merchants porters whores seamen thieves gaped shock . Nine every ten men coming ashore black brown . Ripples excitement ran docks . Had Lady Meredith indeed crossed Sunset Sea ? Were peoples fabled lands far west dark- skinned Summer Islanders ?
1742,"Only when Ser Eustace Hightower himself emerged did the whispers die. Lord Donnel’s grandson was gaunt and sun-burned, with lines on his face that had not been there when he sailed. A handful of Oldtown men were with him, all that remained of his original crew. One of his grandsire’s customs officers met him on the dock and a quick exchange ensued. The Lady Meredith’s crew did not simply look like Summer Islanders; they were Summer Islanders, hired on in Sothoryos (“at",Only Ser Eustace Hightower emerged whispers die . Lord Donnel ’ grandson gaunt sun-burned lines face sailed . A handful Oldtown men remained original crew . One grandsire ’ customs officers met dock quick exchange ensued . The Lady Meredith ’ crew simply look like Summer Islanders ; Summer Islanders hired Sothoryos ( “
1744,"ruinous wages,” Ser Eustace complained) to replace the men he’d lost. He would require porters, the captain said. His holds were bulging with rich cargo…but not from lands beyond the Sunset Sea. “That was a dream,” he said.",ruinous wages ” Ser Eustace complained ) replace men ’ lost . He would require porters captain said . His holds bulging rich cargo…but lands beyond Sunset Sea . “ That dream ” said .
1745,"Soon enough Lord Donnel’s knights turned up, with orders to escort him to the Hightower. There, in his grandsire’s high hall with a cup of wine in hand, Ser Eustace Hightower told his tale. Lord Donnel’s scribes scribbled as he spoke, and within days the story had spread all over Westeros, by messenger, bard, and raven.",Soon enough Lord Donnel ’ knights turned orders escort Hightower . There grandsire ’ high hall cup wine hand Ser Eustace Hightower told tale . Lord Donnel ’ scribes scribbled spoke within days story spread Westeros messenger bard raven .
1746,"The voyage had begun as well as he could have hoped, Ser Eustace said. Once beyond the Arbor, Lady Westhill had steered her Sun Chaser south by southwest, seeking warmer waters and fair winds, and the Lady Meredith and Autumn Moon had followed. The big Braavosi ship was very fast when the wind was in her sails, and the Hightowers had difficulties keeping pace. “The Seven were smiling on us, at the start. We had the sun by day and the moon by night, and as sweet a wind as man or maid could hope for. We were not entirely alone. We glimpsed fisherfolk from time to time, and once a great dark ship that could only have been a whaler out of Ib. And fish, so many fish…some dolphins swam beside us, as if they had never seen a ship before. We all thought that we were blessed.”",The voyage begun well could hoped Ser Eustace said . Once beyond Arbor Lady Westhill steered Sun Chaser south southwest seeking warmer waters fair winds Lady Meredith Autumn Moon followed . The big Braavosi ship fast wind sails Hightowers difficulties keeping pace . “ The Seven smiling us start . We sun day moon night sweet wind man maid could hope . We entirely alone . We glimpsed fisherfolk time time great dark ship could whaler Ib . And fish many fish…some dolphins swam beside us never seen ship . We thought blessed . ”
1747,"Twelve days of smooth sailing out of Westeros, the Sun Chaser and her two companions were as far south as the Summer Islands, according to their best calculations, and farther west than any ship had sailed before…or any ship that had returned to tell of it, at least. On the Lady Meredith and Autumn Moon, casks of Arbor gold were breached to toast the accomplishment; on Sun Chaser, the sailors drank a spiced honey wine from Lannisport. And if any man of them was disquieted that they had not seen a bird for the past four days, he held his tongue.",Twelve days smooth sailing Westeros Sun Chaser two companions far south Summer Islands according best calculations farther west ship sailed before…or ship returned tell least . On Lady Meredith Autumn Moon casks Arbor gold breached toast accomplishment ; Sun Chaser sailors drank spiced honey wine Lannisport . And man disquieted seen bird past four days held tongue .
